1510564733145;NoBackpressure;0;0;0;0
1510564733646;NoBackpressure;0;0;0;0
1510564734146;NoBackpressure;0;0;0;0
1510564734646;NoBackpressure;0;0;0;0
1510564735147;NoBackpressure;0;0;0;0
1510564735647;NoBackpressure;0;0;0;0
1510564736147;NoBackpressure;0;0;0;0
1510564736647;NoBackpressure;0;0;0;0
1510564737148;NoBackpressure;0;0;0;0
1510564737648;NoBackpressure;0;0;0;0
1510564738148;NoBackpressure;0;0;0;0
1510564738648;NoBackpressure;0;0;0;0
1510564739149;NoBackpressure;0;0;0;0
1510564739649;NoBackpressure;0;0;0;0
1510564740149;NoBackpressure;0;0;0;0
1510564740649;NoBackpressure;0;0;0;0
1510564741150;NoBackpressure;0;0;0;0
1510564741650;NoBackpressure;0;0;0;0
1510564742150;NoBackpressure;0;0;0;0
1510564742650;NoBackpressure;0;0;0;0
1510564794109;NoBackpressure;0;0;0;0
1510564794610;NoBackpressure;0;0;0;0
1510564795110;NoBackpressure;0;0;0;0
1510564795610;NoBackpressure;0;0;0;0
1510564796110;NoBackpressure;0;0;0;0
1510564796611;NoBackpressure;0;0;0;0
1510564797111;NoBackpressure;0;0;0;0
1510565044578;NoBackpressure;0;0;0;0
1510565045078;NoBackpressure;0;0;0;0
1510565045578;NoBackpressure;0;0;0;0
1510565046079;NoBackpressure;0;0;0;0
1510565046579;NoBackpressure;0;0;0;0
1510565047079;NoBackpressure;0;0;0;0
1510565047579;NoBackpressure;0;0;0;0
1510565048080;NoBackpressure;0;0;0;0
1510565425438;NoBackpressure;0;0;0;0
1510565425941;NoBackpressure;0;0;0;0
1510565426441;NoBackpressure;0;0;0;0
1510565426942;NoBackpressure;0;0;0;0
1510565427442;NoBackpressure;0;0;0;0
1510565427942;NoBackpressure;0;0;0;0
1510565428442;NoBackpressure;0;0;0;0
1510565428943;NoBackpressure;0;0;0;0
1510565429443;NoBackpressure;0;0;0;0
1510565429943;NoBackpressure;0;0;0;0
1510565430443;NoBackpressure;0;0;0;0
1510565430944;NoBackpressure;0;0;0;0
1510565431444;NoBackpressure;0;0;0;0
1510565431944;NoBackpressure;0;0;0;0
1510565432444;NoBackpressure;0;0;0;0
1510565432945;NoBackpressure;0;0;0;0
1510565433445;NoBackpressure;0;0;0;0
1510565433945;NoBackpressure;0;0;0;0
1510565434445;NoBackpressure;0;0;0;0
1510565434946;NoBackpressure;0;0;0;0
1510565435446;NoBackpressure;0;0;0;0
1510565435946;NoBackpressure;0;0;0;0
1510565552601;NoBackpressure;0;0;0;0
1510565553102;NoBackpressure;0;0;0;0
1510565553602;NoBackpressure;0;0;0;0
1510565554102;NoBackpressure;0;0;0;0
1510565554602;NoBackpressure;0;0;0;0
1510565592248;NoBackpressure;0;0;0;0
1510565592748;NoBackpressure;0;0;0;0
1510565593249;NoBackpressure;0;0;0;0
1510565593749;NoBackpressure;0;0;0;0
1510565594249;NoBackpressure;0;0;0;0
1510565594749;NoBackpressure;0;0;0;0
1510565595250;NoBackpressure;0;0;0;0
1510565595750;NoBackpressure;0;0;0;0
1510565596250;NoBackpressure;0;0;0;0
1510565596750;NoBackpressure;0;0;0;0
1510565636242;NoBackpressure;0;0;0;0
1510565636742;NoBackpressure;0;0;0;0
1510565637242;NoBackpressure;0;0;0;0
1510565697163;NoBackpressure;0;0;0;0
1510565697664;NoBackpressure;0;0;0;0
1510565698164;NoBackpressure;0;0;0;0
1510565698664;NoBackpressure;0;0;0;0
1510565699164;NoBackpressure;0;0;0;0
1510565699665;NoBackpressure;0;0;0;0
1510565700165;NoBackpressure;0;0;0;0
1510565700665;NoBackpressure;0;0;0;0
1510565701165;NoBackpressure;0;0;0;0
1510565701666;NoBackpressure;0;0;0;0
1510565702166;NoBackpressure;0;0;0;0
1510565702666;NoBackpressure;0;0;0;0
1510565703166;NoBackpressure;0;0;0;0
1510565703667;NoBackpressure;0;0;0;0
1510565704167;NoBackpressure;0;0;0;0
1510565704667;NoBackpressure;0;0;0;0
1510565705168;NoBackpressure;0;0;0;0
1510565705668;NoBackpressure;0;0;0;0
1510565706168;NoBackpressure;0;0;0;0
1510565706668;NoBackpressure;0;0;0;0
1510565707169;NoBackpressure;0;0;0;0
1510565707669;NoBackpressure;0;0;0;0
1510565708169;NoBackpressure;0;0;0;0
1510565759919;NoBackpressure;0;0;0;0
1510565760420;NoBackpressure;0;0;0;0
1510565760920;NoBackpressure;0;0;0;0
1510565761420;NoBackpressure;0;0;0;0
1510565761920;NoBackpressure;0;0;0;0
1510565796638;NoBackpressure;0;0;0;0
1510565797139;NoBackpressure;0;0;0;0
1510565797639;NoBackpressure;0;0;0;0
1510565798139;NoBackpressure;0;0;0;0
1510565798639;NoBackpressure;0;0;0;0
1510565799140;NoBackpressure;0;0;0;0
1510565799640;NoBackpressure;0;0;0;0
1510565826237;NoBackpressure;0;0;0;0
1510565826737;NoBackpressure;0;0;0;0
1510565827237;NoBackpressure;0;0;0;0
1510565827738;NoBackpressure;0;0;0;0
1510565828238;NoBackpressure;0;0;0;0
